Latitude,Longtitude,State,LGA,Population,Number of households,Number of households offgrid,Number of people owning mobile phones,Number of households owning radios,Number of ABC1 consumers,Median annual household spending per capita,"Number of households spending over 110,000 N annually per capita","Number of households spending over 5,000 N monthly on energy","Number of households spending over 10,000 N monthly on energy","Number of households spending over 250,000 N annually on discretionary expenses",Number of households with generators,Number of households with televisions,Proportion of households offgrid,Proportion of people owning mobile phones,Proportion of households owning radios,Proportion of ABC1 consumers,"Proportion of households spending over 110,000 N annually per capita","Proportion of households spending over 5,000 N monthly on energy","Proportion of households spending over 10,000 N monthly on energy","Proportion of households spending over 250,000 N annually on discretionary expenses",Proportion of households with generators,Proportion of households with televisions
6.470833333,3.2375,Lagos,Ojo,"  4,085 ","  1,044 ",  51 ,"  3,955 ",  733 ,"  2,469 ","  187,458 ",  865 ,  573 ,  248 ,  788 ,  767 ,  940 ,5%,97%,70%,60%,83%,55%,24%,75%,74%,90%
6.479166666,3.220833334,Lagos,Ojo,  372 ,  95 ,  6 ,  354 ,  64 ,  208 ,"  194,688 ",  73 ,  44 ,  17 ,  72 ,  73 ,  81 ,7%,95%,68%,56%,77%,46%,18%,76%,77%,85%
6.479166666,3.229166667,Lagos,Ojo,"  10,727 ","  2,734 ",  209 ,"  10,184 ","  1,850 ","  6,166 ","  199,373 ","  2,158 ","  1,311 ",  331 ,"  2,125 ","  2,188 ","  2,320 ",8%,95%,68%,57%,79%,48%,12%,78%,80%,85%
6.462499999,3.2375,Lagos,Ojo,"  5,649 ","  1,438 ",  59 ,"  5,529 ","  1,029 ","  3,615 ","  201,356 ","  1,262 ",  887 ,  404 ,"  1,126 ","  1,086 ","  1,321 ",4%,98%,72%,64%,88%,62%,28%,78%,76%,92%
6.487499999,3.145833334,Lagos,Ojo,"  13,595 ","  3,459 ",  218 ,"  13,345 ","  2,435 ","  9,267 ","  279,375 ","  3,174 ","  2,824 ",  207 ,"  3,095 ","  3,130 ","  3,155 ",6%,98%,70%,68%,92%,82%,6%,89%,90%,91%
6.479166666,3.204166667,Lagos,Ojo,"  3,170 ",  804 ,  29 ,"  3,080 ",  569 ,"  2,002 ","  217,928 ",  686 ,  390 ,  203 ,  611 ,  627 ,  755 ,4%,97%,71%,63%,85%,48%,25%,76%,78%,94%
6.470833333,3.2125,Lagos,Ojo,"  1,216 ",  308 ,  14 ,"  1,166 ",  216 ,  722 ,"  215,227 ",  249 ,  152 ,  68 ,  225 ,  240 ,  285 ,4%,96%,70%,59%,81%,49%,22%,73%,78%,93%
6.479166666,3.145833334,Lagos,Ojo,"  11,546 ","  2,915 ",  156 ,"  11,467 ","  2,059 ","  8,233 ","  324,860 ","  2,682 ","  2,382 ",  287 ,"  2,543 ","  2,617 ","  2,716 ",5%,99%,71%,71%,92%,82%,10%,87%,90%,93%
6.487499999,3.204166667,Lagos,Ojo,"  12,183 ","  3,072 ",  116 ,"  11,939 ","  2,148 ","  7,905 ","  241,098 ","  2,646 ","  1,590 ",  715 ,"  2,509 ","  2,436 ","  2,880 ",4%,98%,70%,65%,86%,52%,23%,82%,79%,94%
6.479166666,3.2125,Lagos,Ojo,  9 ,  2 ,  0 ,  9 ,  2 ,  5 ,"  205,204 ",  2 ,  1 ,  0 ,  2 ,  2 ,  2 ,5%,95%,69%,58%,80%,43%,21%,73%,77%,87%
6.462499999,3.220833334,Lagos,Ojo,"  15,514 ","  3,907 ",  97 ,"  15,259 ","  2,767 ","  11,415 ","  254,291 ","  3,415 ","  2,250 ","  1,107 ","  3,254 ","  3,022 ","  3,614 ",2%,98%,71%,74%,87%,58%,28%,83%,77%,93%
6.479166666,3.1375,Lagos,Ojo,"  10,118 ","  2,547 ",  134 ,"  9,987 ","  1,787 ","  6,704 ","  374,651 ","  2,282 ","  1,816 ",  91 ,"  2,083 ","  2,344 ","  2,393 ",5%,99%,70%,66%,90%,71%,4%,82%,92%,94%
6.487499999,3.154166667,Lagos,Ojo,"  12,348 ","  3,107 ",  158 ,"  12,163 ","  2,155 ","  8,702 ","  269,571 ","  2,746 ","  2,204 ",  523 ,"  2,682 ","  2,667 ","  2,796 ",5%,99%,69%,70%,88%,71%,17%,86%,86%,90%
6.470833333,3.204166667,Lagos,Ojo,"  6,473 ","  1,623 ",  58 ,"  6,320 ","  1,163 ","  4,231 ","  216,474 ","  1,408 ",  852 ,  319 ,"  1,216 ","  1,321 ","  1,560 ",4%,98%,72%,65%,87%,52%,20%,75%,81%,96%
6.495833333,3.1375,Lagos,Ojo,"  13,626 ","  3,415 ",  390 ,"  13,108 ","  2,322 ","  8,231 ","  224,126 ","  2,897 ","  2,133 ",  77 ,"  2,724 ","  2,864 ","  2,871 ",11%,96%,68%,60%,85%,62%,2%,80%,84%,84%
6.479166666,3.154166667,Lagos,Ojo,"  15,556 ","  3,891 ",  170 ,"  15,518 ","  2,738 ","  11,013 ","  276,592 ","  3,444 ","  2,822 ",  778 ,"  3,334 ","  3,233 ","  3,603 ",4%,100%,70%,71%,89%,73%,20%,86%,83%,93%
6.487499999,3.2125,Lagos,Ojo,"  3,354 ",  838 ,  45 ,"  3,251 ",  576 ,"  1,972 ","  205,549 ",  702 ,  401 ,  129 ,  664 ,  693 ,  767 ,5%,97%,69%,59%,84%,48%,15%,79%,83%,91%
6.487499999,3.1625,Lagos,Ojo,"  13,174 ","  3,290 ",  149 ,"  13,035 ","  2,277 ","  9,166 ","  285,039 ","  2,907 ","  2,332 ",  818 ,"  2,767 ","  2,819 ","  3,031 ",5%,99%,69%,70%,88%,71%,25%,84%,86%,92%
6.487499999,3.129166667,Lagos,Ojo,"  3,866 ",  965 ,  82 ,"  3,766 ",  663 ,"  2,342 ","  227,233 ",  804 ,  550 ,  33 ,  762 ,  843 ,  868 ,8%,97%,69%,61%,83%,57%,3%,79%,87%,90%
6.479166666,3.1625,Lagos,Ojo,"  18,330 ","  4,565 ",  165 ,"  18,312 ","  3,230 ","  12,789 ","  264,589 ","  4,103 ","  3,152 ","  1,101 ","  3,853 ","  3,764 ","  4,327 ",4%,100%,71%,70%,90%,69%,24%,84%,82%,95%
6.495833333,3.145833334,Lagos,Ojo,"  11,261 ","  2,803 ",  157 ,"  10,849 ","  1,921 ","  6,865 ","  219,994 ","  2,394 ","  1,784 ",  58 ,"  2,292 ","  2,416 ","  2,361 ",6%,96%,69%,61%,85%,64%,2%,82%,86%,84%
6.470833333,3.1375,Lagos,Ojo,"  11,791 ","  2,930 ",  175 ,"  11,702 ","  2,061 ","  8,115 ","  399,153 ","  2,533 ","  1,992 ",  276 ,"  2,266 ","  2,621 ","  2,689 ",6%,99%,70%,69%,86%,68%,9%,77%,89%,92%
6.462499999,3.2125,Lagos,Ojo,"  11,812 ","  2,929 ",  84 ,"  11,596 ","  2,107 ","  8,774 ","  231,412 ","  2,556 ","  1,652 ",  773 ,"  2,415 ","  2,434 ","  2,791 ",3%,98%,72%,74%,87%,56%,26%,82%,83%,95%
6.495833333,3.204166667,Lagos,Ojo,"  13,786 ","  3,416 ",  172 ,"  13,574 ","  2,340 ","  8,996 ","  252,730 ","  2,923 ","  1,569 ",  774 ,"  2,895 ","  2,830 ","  3,122 ",5%,98%,69%,65%,86%,46%,23%,85%,83%,91%
6.487499999,3.220833334,Lagos,Ojo,  860 ,  213 ,  16 ,  827 ,  145 ,  460 ,"  178,730 ",  178 ,  92 ,  20 ,  166 ,  187 ,  194 ,8%,96%,68%,54%,83%,43%,9%,78%,88%,91%
6.470833333,3.145833334,Lagos,Ojo,"  13,230 ","  3,275 ",  148 ,"  13,181 ","  2,325 ","  9,334 ","  319,322 ","  2,889 ","  2,469 ",  473 ,"  2,680 ","  2,791 ","  2,983 ",5%,100%,71%,71%,88%,75%,14%,82%,85%,91%
6.487499999,3.170833334,Lagos,Ojo,"  22,272 ","  5,506 ",  199 ,"  22,055 ","  3,834 ","  15,603 ","  274,864 ","  4,870 ","  3,616 ","  1,553 ","  4,792 ","  4,389 ","  5,088 ",4%,99%,70%,70%,88%,66%,28%,87%,80%,92%
6.495833333,3.2125,Lagos,Ojo,"  3,356 ",  829 ,  50 ,"  3,292 ",  571 ,"  1,985 ","  202,120 ",  710 ,  361 ,  94 ,  716 ,  741 ,  808 ,6%,98%,69%,59%,86%,44%,11%,86%,89%,97%
6.479166666,3.170833334,Lagos,Ojo,"  29,804 ","  7,359 ",  209 ,"  29,777 ","  5,316 ","  21,258 ","  256,990 ","  6,803 ","  4,693 ","  1,374 ","  6,481 ","  6,035 ","  7,049 ",3%,100%,72%,71%,92%,64%,19%,88%,82%,96%
6.495833333,3.129166667,Lagos,Ojo,"  17,343 ","  4,280 ",  471 ,"  16,688 ","  2,901 ","  10,066 ","  209,269 ","  3,571 ","  2,441 ",  155 ,"  3,295 ","  3,453 ","  3,640 ",11%,96%,68%,58%,83%,57%,4%,77%,81%,85%
6.479166666,3.245833334,Lagos,Ojo,"  1,401 ",  345 ,  14 ,"  1,338 ",  244 ,  735 ,"  179,860 ",  270 ,  136 ,  12 ,  268 ,  278 ,  290 ,4%,96%,71%,52%,78%,39%,4%,78%,81%,84%
6.479166666,3.195833334,Lagos,Ojo,"  13,413 ","  3,305 ",  87 ,"  13,233 ","  2,399 ","  9,252 ","  218,134 ","  2,971 ","  1,825 ",  801 ,"  2,838 ","  2,549 ","  3,172 ",3%,99%,73%,69%,90%,55%,24%,86%,77%,96%
6.479166666,3.129166667,Lagos,Ojo,"  11,085 ","  2,730 ",  100 ,"  10,865 ","  1,882 ","  6,203 ","  255,353 ","  2,244 ","  1,476 ",  127 ,"  2,108 ","  2,444 ","  2,519 ",4%,98%,69%,56%,82%,54%,5%,77%,90%,92%
6.487499999,3.229166667,Lagos,Ojo,  333 ,  82 ,  6 ,  318 ,  56 ,  171 ,"  170,862 ",  70 ,  33 ,  4 ,  64 ,  74 ,  72 ,8%,95%,68%,51%,86%,40%,5%,78%,90%,88%
6.487499999,3.195833334,Lagos,Ojo,"  17,125 ","  4,216 ",  124 ,"  16,857 ","  2,964 ","  11,826 ","  240,801 ","  3,671 ","  2,363 ",  821 ,"  3,593 ","  3,242 ","  3,971 ",3%,98%,70%,69%,87%,56%,19%,85%,77%,94%
6.470833333,3.129166667,Lagos,Ojo,"  6,019 ","  1,477 ",  74 ,"  5,920 ","  1,018 ","  3,609 ","  285,959 ","  1,204 ",  833 ,  97 ,"  1,128 ","  1,333 ","  1,359 ",5%,98%,69%,60%,82%,56%,7%,76%,90%,92%
6.495833333,3.154166667,Lagos,Ojo,"  4,385 ","  1,074 ",  55 ,"  4,246 ",  724 ,"  2,748 ","  231,365 ",  921 ,  652 ,  54 ,  873 ,  940 ,  929 ,5%,97%,67%,63%,86%,61%,5%,81%,88%,86%
6.504166666,3.2125,Lagos,Ojo,"  3,845 ",  941 ,  62 ,"  3,778 ",  648 ,"  2,201 ","  188,685 ",  813 ,  381 ,  68 ,  839 ,  853 ,  861 ,7%,98%,69%,57%,86%,40%,7%,89%,91%,92%
6.495833333,3.1625,Lagos,Ojo,"  6,154 ","  1,505 ",  88 ,"  5,999 ","  1,013 ","  4,168 ","  278,025 ","  1,272 ",  904 ,  231 ,"  1,218 ","  1,303 ","  1,326 ",6%,97%,67%,68%,85%,60%,15%,81%,87%,88%
6.462499999,3.1375,Lagos,Ojo,"  16,786 ","  4,097 ",  273 ,"  16,660 ","  2,876 ","  10,965 ","  297,260 ","  3,496 ","  2,758 ",  582 ,"  3,222 ","  3,424 ","  3,668 ",7%,99%,70%,65%,85%,67%,14%,79%,84%,90%
6.495833333,3.220833334,Lagos,Ojo,"  1,203 ",  293 ,  22 ,"  1,172 ",  202 ,  632 ,"  174,831 ",  254 ,  108 ,  9 ,  254 ,  269 ,  279 ,8%,97%,69%,53%,87%,37%,3%,87%,92%,95%
6.495833333,3.170833334,Lagos,Ojo,"  15,684 ","  3,818 ",  196 ,"  15,306 ","  2,570 ","  10,817 ","  273,222 ","  3,189 ","  2,422 ","  1,039 ","  3,170 ","  3,009 ","  3,323 ",5%,98%,67%,69%,84%,63%,27%,83%,79%,87%
6.487499999,3.179166667,Lagos,Ojo,"  22,765 ","  5,536 ",  160 ,"  22,461 ","  3,865 ","  16,014 ","  252,052 ","  4,959 ","  3,461 ","  1,092 ","  4,866 ","  4,382 ","  5,155 ",3%,99%,70%,70%,90%,63%,20%,88%,79%,93%
6.495833333,3.179166667,Lagos,Ojo,"  14,744 ","  3,580 ",  151 ,"  14,378 ","  2,419 ","  10,186 ","  269,911 ","  2,957 ","  2,160 ",  998 ,"  2,987 ","  2,677 ","  3,119 ",4%,98%,68%,69%,83%,60%,28%,83%,75%,87%
6.470833333,3.154166667,Lagos,Ojo,"  17,793 ","  4,321 ",  157 ,"  17,781 ","  3,053 ","  12,578 ","  266,519 ","  3,800 ","  3,060 ",  765 ,"  3,634 ","  3,542 ","  4,003 ",4%,100%,71%,71%,88%,71%,18%,84%,82%,93%
6.495833333,3.195833334,Lagos,Ojo,"  19,348 ","  4,690 ",  217 ,"  19,009 ","  3,196 ","  13,381 ","  250,499 ","  3,631 ","  2,262 ","  1,033 ","  3,823 ","  3,384 ","  3,902 ",5%,98%,68%,69%,77%,48%,22%,82%,72%,83%
6.504166666,3.204166667,Lagos,Ojo,"  15,397 ","  3,732 ",  248 ,"  15,109 ","  2,520 ","  9,858 ","  229,073 ","  2,975 ","  1,730 ",  667 ,"  3,173 ","  3,158 ","  3,027 ",7%,98%,68%,64%,80%,46%,18%,85%,85%,81%
6.462499999,3.145833334,Lagos,Ojo,"  18,670 ","  4,525 ",  222 ,"  18,607 ","  3,217 ","  12,849 ","  254,532 ","  3,922 ","  3,179 ",  877 ,"  3,764 ","  3,702 ","  4,119 ",5%,100%,71%,69%,87%,70%,19%,83%,82%,91%
6.470833333,3.1625,Lagos,Ojo,"  18,681 ","  4,520 ",  176 ,"  18,672 ","  3,228 ","  12,954 ","  244,201 ","  4,084 ","  3,067 ",  804 ,"  3,834 ","  3,690 ","  4,292 ",4%,100%,71%,69%,90%,68%,18%,85%,82%,95%
6.504166666,3.1625,Lagos,Ojo,"  6,769 ","  1,635 ",  98 ,"  6,500 ","  1,095 ","  3,925 ","  229,869 ","  1,359 ",  853 ,  75 ,"  1,270 ","  1,364 ","  1,395 ",6%,96%,67%,58%,83%,52%,5%,78%,83%,85%
6.462499999,3.204166667,Lagos,Ojo,"  13,445 ","  3,247 ",  100 ,"  13,286 ","  2,354 ","  10,055 ","  223,447 ","  2,918 ","  1,901 ",  759 ,"  2,726 ","  2,751 ","  3,152 ",3%,99%,72%,75%,90%,59%,23%,84%,85%,97%
6.470833333,3.195833334,Lagos,Ojo,"  24,997 ","  6,033 ",  157 ,"  24,821 ","  4,450 ","  17,915 ","  228,710 ","  5,463 ","  3,521 ","  1,381 ","  5,175 ","  4,898 ","  5,861 ",3%,99%,74%,72%,91%,58%,23%,86%,81%,97%
6.504166666,3.170833334,Lagos,Ojo,"  15,492 ","  3,739 ",  238 ,"  14,883 ","  2,488 ","  10,482 ","  233,921 ","  3,063 ","  2,110 ",  614 ,"  2,892 ","  3,044 ","  3,085 ",6%,96%,67%,68%,82%,56%,16%,77%,81%,83%
6.504166666,3.179166667,Lagos,Ojo,"  15,060 ","  3,632 ",  205 ,"  14,439 ","  2,412 ","  10,402 ","  248,403 ","  2,794 ","  1,975 ",  991 ,"  2,804 ","  2,676 ","  2,860 ",6%,96%,66%,69%,77%,54%,27%,77%,74%,79%
6.520833333,3.204166667,Lagos,Ojo,  145 ,  35 ,  2 ,  141 ,  24 ,  81 ,"  198,871 ",  29 ,  17 ,  1 ,  30 ,  32 ,  31 ,7%,97%,68%,56%,82%,49%,3%,87%,91%,89%
6.462499999,3.129166667,Lagos,Ojo,"  13,069 ","  3,140 ",  182 ,"  12,917 ","  2,150 ","  7,784 ","  264,190 ","  2,597 ","  1,860 ",  250 ,"  2,427 ","  2,723 ","  2,782 ",6%,99%,68%,60%,83%,59%,8%,77%,87%,89%
6.487499999,3.1875,Lagos,Ojo,"  20,111 ","  4,831 ",  122 ,"  19,780 ","  3,384 ","  14,247 ","  231,189 ","  4,346 ","  2,851 ",  634 ,"  4,181 ","  3,782 ","  4,418 ",3%,98%,70%,71%,90%,59%,13%,87%,78%,91%
6.512499999,3.204166667,Lagos,Ojo,"  7,579 ","  1,817 ",  133 ,"  7,416 ","  1,234 ","  4,647 ","  201,566 ","  1,537 ",  894 ,  76 ,"  1,540 ","  1,709 ","  1,621 ",7%,98%,68%,61%,85%,49%,4%,85%,94%,89%
6.495833333,3.1875,Lagos,Ojo,"  17,076 ","  4,094 ",  170 ,"  16,683 ","  2,780 ","  11,915 ","  239,385 ","  3,313 ","  2,242 ",  807 ,"  3,383 ","  3,057 ","  3,427 ",4%,98%,68%,70%,81%,55%,20%,83%,75%,84%
6.479166666,3.179166667,Lagos,Ojo,"  17,943 ","  4,301 ",  110 ,"  17,842 ","  3,141 ","  12,816 ","  233,971 ","  4,028 ","  2,612 ",  784 ,"  3,826 ","  3,511 ","  4,088 ",3%,99%,73%,71%,94%,61%,18%,89%,82%,95%
6.470833333,3.170833334,Lagos,Ojo,"  20,447 ","  4,898 ",  146 ,"  20,434 ","  3,612 ","  14,291 ","  242,670 ","  4,513 ","  3,193 ",  658 ,"  4,274 ","  4,055 ","  4,712 ",3%,100%,74%,70%,92%,65%,13%,87%,83%,96%
6.495833333,3.120833334,Lagos,Ojo,"  18,248 ","  4,364 ",  307 ,"  17,603 ","  2,917 ","  10,399 ","  196,346 ","  3,562 ","  2,294 ",  252 ,"  3,278 ","  3,377 ","  3,669 ",7%,96%,67%,57%,82%,53%,6%,75%,77%,84%
6.487499999,3.120833334,Lagos,Ojo,"  3,706 ",  885 ,  68 ,"  3,606 ",  592 ,"  2,198 ","  196,953 ",  709 ,  448 ,  96 ,  677 ,  717 ,  745 ,8%,97%,67%,59%,80%,51%,11%,76%,81%,84%
6.504166666,3.195833334,Lagos,Ojo,"  19,330 ","  4,608 ",  309 ,"  18,869 ","  3,087 ","  13,424 ","  218,566 ","  2,599 ","  1,936 ",  679 ,"  3,432 ","  3,038 ","  2,739 ",7%,98%,67%,69%,56%,42%,15%,74%,66%,59%
6.504166666,3.1875,Lagos,Ojo,"  19,590 ","  4,666 ",  285 ,"  18,932 ","  3,125 ","  13,707 ","  211,407 ","  3,239 ","  2,307 ","  1,227 ","  3,604 ","  3,241 ","  3,563 ",6%,97%,67%,70%,69%,49%,26%,77%,69%,76%
6.479166666,3.120833334,Lagos,Ojo,"  9,043 ","  2,150 ",  151 ,"  8,800 ","  1,435 ","  4,892 ","  190,258 ","  1,693 ",  998 ,  330 ,"  1,643 ","  1,713 ","  1,800 ",7%,97%,67%,54%,79%,46%,15%,76%,80%,84%
6.454166666,3.220833334,Lagos,Ojo,"  20,314 ","  4,825 ",  79 ,"  20,115 ","  3,497 ","  15,700 ","  238,611 ","  4,367 ","  2,885 ","  1,407 ","  4,311 ","  3,737 ","  4,435 ",2%,99%,72%,77%,91%,60%,29%,89%,77%,92%
6.479166666,3.1875,Lagos,Ojo,"  18,536 ","  4,395 ",  106 ,"  18,371 ","  3,218 ","  13,272 ","  218,045 ","  4,082 ","  2,711 ",  914 ,"  3,790 ","  3,592 ","  4,222 ",2%,99%,73%,72%,93%,62%,21%,86%,82%,96%
6.512499999,3.1875,Lagos,Ojo,"  12,045 ","  2,856 ",  193 ,"  11,429 ","  1,899 ","  7,913 ","  180,031 ","  2,158 ","  1,507 ",  149 ,"  2,075 ","  2,388 ","  2,235 ",7%,95%,67%,66%,76%,53%,5%,73%,84%,78%
6.470833333,3.120833334,Lagos,Ojo,"  4,610 ","  1,093 ",  73 ,"  4,495 ",  736 ,"  2,429 ","  216,335 ",  864 ,  531 ,  133 ,  838 ,  911 ,  940 ,7%,98%,67%,53%,79%,49%,12%,77%,83%,86%
6.462499999,3.154166667,Lagos,Ojo,"  21,947 ","  5,199 ",  208 ,"  21,909 ","  3,700 ","  15,357 ","  254,744 ","  4,551 ","  3,527 ","  1,095 ","  4,481 ","  4,258 ","  4,792 ",4%,100%,71%,70%,88%,68%,21%,86%,82%,92%
6.454166666,3.2125,Lagos,Ojo,"  20,156 ","  4,763 ",  112 ,"  19,875 ","  3,476 ","  14,639 ","  227,302 ","  4,293 ","  2,809 ","  1,370 ","  4,234 ","  3,914 ","  4,490 ",2%,99%,73%,73%,90%,59%,29%,89%,82%,94%
6.512499999,3.195833334,Lagos,Ojo,"  10,941 ","  2,579 ",  191 ,"  10,566 ","  1,723 ","  7,451 ","  192,176 ","  2,008 ","  1,374 ",  145 ,"  1,984 ","  2,301 ","  2,122 ",7%,97%,67%,68%,78%,53%,6%,77%,89%,82%
6.462499999,3.1625,Lagos,Ojo,"  22,060 ","  5,154 ",  203 ,"  22,039 ","  3,707 ","  15,168 ","  215,227 ","  4,673 ","  3,785 ","  1,086 ","  4,530 ","  4,224 ","  4,820 ",4%,100%,72%,69%,91%,73%,21%,88%,82%,94%
6.429166666,3.120833334,Lagos,Ojo,  48 ,  11 ,  4 ,  42 ,  7 ,  12 ,"  150,228 ",  6 ,  4 ,  2 ,  6 ,  7 ,  6 ,34%,88%,61%,26%,53%,35%,19%,54%,66%,56%
6.462499999,3.195833334,Lagos,Ojo,"  27,127 ","  6,331 ",  156 ,"  27,034 ","  4,634 ","  20,492 ","  242,376 ","  5,706 ","  3,985 ","  1,514 ","  5,615 ","  5,292 ","  6,107 ",2%,100%,73%,76%,90%,63%,24%,89%,84%,96%
6.454166666,3.1375,Lagos,Ojo,"  15,118 ","  3,526 ",  247 ,"  14,878 ","  2,481 ","  8,043 ","  238,708 ","  2,895 ","  2,170 ",  410 ,"  2,740 ","  2,756 ","  3,018 ",7%,98%,70%,53%,82%,62%,12%,78%,78%,86%
6.470833333,3.179166667,Lagos,Ojo,"  28,238 ","  6,579 ",  176 ,"  28,164 ","  4,949 ","  19,993 ","  237,206 ","  6,105 ","  4,139 ","  1,043 ","  5,920 ","  5,482 ","  6,232 ",3%,100%,75%,71%,93%,63%,16%,90%,83%,95%
6.454166666,3.145833334,Lagos,Ojo,"  11,654 ","  2,701 ",  167 ,"  11,505 ","  1,903 ","  6,279 ","  211,619 ","  2,249 ","  1,636 ",  463 ,"  2,188 ","  2,166 ","  2,335 ",6%,99%,70%,54%,83%,61%,17%,81%,80%,86%
6.470833333,3.1875,Lagos,Ojo,"  29,826 ","  6,913 ",  173 ,"  29,736 ","  5,201 ","  21,771 ","  235,810 ","  6,321 ","  4,453 ","  1,443 ","  6,029 ","  5,720 ","  6,748 ",2%,100%,75%,73%,91%,64%,21%,87%,83%,98%
6.429166666,3.129166667,Lagos,Ojo,  26 ,  6 ,  2 ,  23 ,  4 ,  7 ,"  151,707 ",  3 ,  2 ,  1 ,  3 ,  4 ,  3 ,34%,88%,61%,27%,57%,39%,21%,53%,69%,58%
6.454166666,3.204166667,Lagos,Ojo,"  9,280 ","  2,146 ",  90 ,"  9,110 ","  1,541 ","  6,208 ","  216,643 ","  1,937 ","  1,263 ",  598 ,"  1,888 ","  1,799 ","  2,000 ",4%,98%,72%,67%,90%,59%,28%,88%,84%,93%
6.462499999,3.120833334,Lagos,Ojo,"  12,642 ","  2,919 ",  167 ,"  12,455 ","  1,959 ","  6,891 ","  232,487 ","  2,312 ","  1,539 ",  201 ,"  2,206 ","  2,513 ","  2,489 ",6%,99%,67%,55%,79%,53%,7%,76%,86%,85%
6.495833333,3.1125,Lagos,Ojo,"  18,529 ","  4,276 ",  302 ,"  17,596 ","  2,836 ","  10,268 ","  189,196 ","  3,549 ","  2,132 ",  408 ,"  3,201 ","  3,120 ","  3,466 ",7%,95%,66%,55%,83%,50%,10%,75%,73%,81%
6.420833333,3.1625,Lagos,Ojo,  10 ,  2 ,  0 ,  8 ,  1 ,  2 ,"  135,756 ",  1 ,  1 ,  0 ,  1 ,  2 ,  1 ,21%,77%,60%,25%,57%,44%,22%,56%,68%,57%
6.454166666,3.154166667,Lagos,Ojo,"  6,000 ","  1,382 ",  79 ,"  5,944 ",  973 ,"  3,266 ","  225,528 ","  1,155 ",  781 ,  300 ,"  1,112 ","  1,092 ","  1,176 ",6%,99%,70%,54%,84%,57%,22%,81%,79%,85%
6.454166666,3.129166667,Lagos,Ojo,"  6,905 ","  1,590 ",  94 ,"  6,795 ","  1,079 ","  3,392 ","  230,207 ","  1,294 ",  883 ,  137 ,"  1,178 ","  1,245 ","  1,280 ",6%,98%,68%,49%,81%,56%,9%,74%,78%,81%
6.429166666,3.1375,Lagos,Ojo,  67 ,  15 ,  4 ,  58 ,  9 ,  18 ,"  146,141 ",  9 ,  7 ,  3 ,  9 ,  11 ,  10 ,25%,86%,62%,27%,62%,43%,22%,57%,71%,63%
6.437499999,3.204166667,Lagos,Ojo,  11 ,  3 ,  0 ,  10 ,  2 ,  4 ,"  165,908 ",  2 ,  1 ,  1 ,  2 ,  2 ,  2 ,13%,94%,63%,39%,71%,54%,27%,72%,69%,66%
6.420833333,3.179166667,Lagos,Ojo,  79 ,  18 ,  4 ,  61 ,  11 ,  20 ,"  147,274 ",  11 ,  9 ,  4 ,  11 ,  13 ,  11 ,20%,78%,61%,26%,63%,50%,24%,63%,71%,61%
6.462499999,3.170833334,Lagos,Ojo,"  23,427 ","  5,350 ",  171 ,"  23,401 ","  3,930 ","  16,044 ","  216,628 ","  4,799 ","  4,307 ","  1,416 ","  4,718 ","  4,373 ","  5,231 ",3%,100%,73%,68%,90%,81%,26%,88%,82%,98%
6.462499999,3.095833334,Lagos,Ojo,  956 ,  218 ,  32 ,  908 ,  132 ,  370 ,"  193,407 ",  166 ,  104 ,  48 ,  148 ,  140 ,  130 ,15%,95%,61%,39%,76%,48%,22%,68%,65%,60%
6.462499999,3.1875,Lagos,Ojo,"  21,442 ","  4,876 ",  111 ,"  21,429 ","  3,618 ","  15,995 ","  248,715 ","  4,343 ","  3,265 ","  1,186 ","  4,348 ","  4,127 ","  4,712 ",2%,100%,74%,75%,89%,67%,24%,89%,85%,97%
6.420833333,3.1375,Lagos,Ojo,  51 ,  12 ,  4 ,  35 ,  7 ,  14 ,"  135,898 ",  8 ,  5 ,  3 ,  7 ,  8 ,  8 ,36%,69%,59%,27%,68%,44%,23%,57%,67%,65%
6.454166666,3.1625,Lagos,Ojo,"  11,745 ","  2,666 ",  141 ,"  11,668 ","  1,902 ","  6,526 ","  190,420 ","  2,301 ","  1,665 ",  656 ,"  2,185 ","  2,116 ","  2,270 ",5%,99%,71%,56%,86%,62%,25%,82%,79%,85%
6.437499999,3.120833334,Lagos,Ojo,  34 ,  8 ,  2 ,  32 ,  5 ,  11 ,"  163,103 ",  4 ,  3 ,  1 ,  4 ,  5 ,  5 ,21%,94%,62%,33%,56%,39%,12%,58%,69%,60%
6.420833333,3.195833334,Lagos,Ojo,  74 ,  17 ,  2 ,  60 ,  10 ,  21 ,"  153,439 ",  11 ,  9 ,  4 ,  10 ,  12 ,  11 ,13%,81%,62%,28%,66%,51%,26%,60%,70%,66%
6.412499999,3.1375,Lagos,Ojo,  116 ,  26 ,  10 ,  77 ,  15 ,  32 ,"  134,638 ",  20 ,  14 ,  7 ,  17 ,  18 ,  19 ,37%,67%,58%,27%,76%,53%,25%,66%,67%,74%
6.462499999,3.1125,Lagos,Ojo,"  11,025 ","  2,497 ",  207 ,"  10,812 ","  1,646 ","  5,621 ","  213,355 ","  1,916 ","  1,247 ",  355 ,"  1,776 ","  1,980 ","  1,906 ",8%,98%,66%,51%,77%,50%,14%,71%,79%,76%
6.462499999,3.104166667,Lagos,Ojo,"  6,522 ","  1,476 ",  186 ,"  6,303 ",  944 ,"  2,970 ","  202,555 ","  1,131 ",  724 ,  331 ,"  1,013 ","  1,037 ",  963 ,13%,97%,64%,46%,77%,49%,22%,69%,70%,65%
